Stock Price,Strike Price,Maturity,Dividends,Volatility,Risk-free,Call Price
119.5199966,92.0,1.59,8.753698384,0.383963559,0.0088,30.5
119.5199966,90.0,0.52,6.545558295,0.383963559,0.0088,29.50000191
119.5199966,90.0,0.59,11.40194026,0.383963559,0.0088,29.50000191
119.5199966,90.0,0.67,10.09886137,0.383963559,0.0088,29.50000191
119.5199966,88.0,0.59,11.40194026,0.383963559,0.0088,32.25
119.5199966,98.0,0.02,0.0,0.383963559,0.0088,22.5
119.5199966,96.0,0.02,0.0,0.383963559,0.0088,24.5
119.5199966,94.0,0.02,0.0,0.383963559,0.0088,26.5
119.5199966,68.0,1.59,8.753698384,0.383963559,0.0088,51.75
119.5199966,90.0,0.84,8.03318518,0.383963559,0.0088,29.50000191
119.5199966,98.0,0.09,35.34601479,0.383963559,0.0088,21.75
